nama,ips-now,ips-next
Taruna-49126,3.23,3.73
Taruna-49127,3.73,3.5
Taruna-49128,3.36,3.8
Taruna-49129,3.92,3.81
Taruna-49130,3.65,3.51
Taruna-49131,3.37,3.57
Taruna-49132,3.62,3.56
Taruna-49133,3.44,3.98
Taruna-49134,3.3,3.72
Taruna-49135,3.22,3.73
Taruna-49136,3.94,3.86
Taruna-49137,3.83,3.58
Taruna-49138,3.83,3.74
Taruna-49139,3.68,3.92
Taruna-49140,3.6,3.59
Taruna-49141,3.85,3.73
Taruna-49142,3.51,3.6
Taruna-49143,3.81,3.68
Taruna-49144,3.66,3.96
Taruna-49145,3.98,3.93
Taruna-49146,3.58,3.73
Taruna-49147,3.98,3.86
Taruna-49148,3.91,3.97
Taruna-49149,3.54,3.78
Taruna-49150,3.27,3.51
Taruna-49151,3.61,3.99
Taruna-49152,3.3,3.54
Taruna-49153,3.94,3.96
Taruna-49154,3.52,3.9
Taruna-49155,3.48,3.8
Taruna-49156,3.76,3.78
Taruna-49157,3.76,3.76
Taruna-49158,3.32,3.75
Taruna-49159,3.32,3.84
Taruna-49160,3.48,3.75
Taruna-49161,3.7,3.86
Taruna-49162,3.55,3.9
Taruna-49163,3.96,3.93
Taruna-49164,3.93,3.95
Taruna-49165,3.56,3.95
Taruna-49166,3.52,3.78
Taruna-49167,3.69,3.84
Taruna-49168,3.57,3.75
Taruna-49169,3.74,3.68
Taruna-49170,3.3,3.86
Taruna-49171,3.23,3.91
Taruna-49172,3.36,3.61
Taruna-49173,3.37,3.96
Taruna-49174,3.79,3.92
Taruna-49175,3.27,3.76
Taruna-49176,3.84,3.76
Taruna-49177,3.99,3.98
Taruna-49178,3.54,3.56
Taruna-49179,3.31,3.96
Taruna-49180,3.27,3.58
Taruna-49181,3.44,3.76
Taruna-49182,3.99,3.64
Taruna-49183,3.74,3.71
Taruna-49184,3.54,3.56
Taruna-49185,3.66,3.52
Taruna-49186,3.51,3.88
Taruna-49187,3.26,3.75
Taruna-49188,3.21,3.52
Taruna-49189,3.52,3.54
Taruna-49190,3.41,3.55
Taruna-49191,3.68,3.92
Taruna-49192,3.24,3.77
Taruna-49193,3.48,3.66
Taruna-49194,3.47,3.97
Taruna-49195,3.27,3.95
Taruna-49196,3.35,3.77
Taruna-49197,3.75,3.64
Taruna-49198,3.89,3.99
Taruna-49199,3.58,3.91
Taruna-49200,3.35,3.84
Taruna-49201,3.5,3.52
Taruna-49202,3.75,3.96
Taruna-49203,3.46,3.78
Taruna-49204,3.89,3.96
Taruna-49205,3.73,3.66
Taruna-49206,3.32,3.69
Taruna-49207,3.55,3.9
Taruna-49208,3.22,3.65
Taruna-49209,3.45,3.76
Taruna-49210,3.55,3.62
Taruna-49211,3.27,3.62
Taruna-49212,3.3,3.71
Taruna-49213,3.9,3.64
Taruna-49214,3.65,3.93
Taruna-49215,3.31,3.59
Taruna-49216,3.7,3.68
Taruna-49217,3.98,3.86
Taruna-49218,3.84,3.87
Taruna-49219,3.36,3.86
Taruna-49220,3.58,3.76
Taruna-49221,3.64,3.87
Taruna-49222,3.65,3.74
Taruna-49223,3.93,3.65
Taruna-49224,3.31,3.52
Taruna-49225,3.53,3.82
Taruna-49226,3.78,3.58
Taruna-49227,3.31,3.98
Taruna-49228,3.25,3.61
Taruna-49229,3.54,3.86
Taruna-49230,3.93,3.99
Taruna-49231,3.96,3.84
Taruna-49232,3.9,3.77
Taruna-49233,3.85,3.6
Taruna-49234,3.85,3.74
Taruna-49235,3.75,3.58
Taruna-49236,3.68,3.65
Taruna-49237,3.37,3.74
Taruna-49238,3.96,3.77
Taruna-49239,3.91,3.7
Taruna-49240,3.46,3.82
Taruna-49241,3.25,3.91
Taruna-49242,3.67,3.63
Taruna-49243,3.36,4.0
Taruna-49244,3.29,3.99
Taruna-49245,3.58,3.68
Taruna-49246,3.95,3.94
Taruna-49247,3.96,3.65
Taruna-49248,3.6,3.77
Taruna-49249,3.8,3.57
Taruna-49250,3.4,3.75
Taruna-49251,3.96,3.95
Taruna-49252,3.42,3.9
Taruna-49253,3.22,3.96
Taruna-49254,3.29,3.5
Taruna-49255,3.25,3.84
Taruna-49256,3.35,3.87
Taruna-49257,3.46,3.85
Taruna-49258,3.41,3.67
Taruna-49259,3.43,3.64
Taruna-49260,3.87,3.77
Taruna-49261,3.36,3.97
Taruna-49262,3.4,3.63
Taruna-49263,4.0,3.69
Taruna-49264,3.94,3.78
Taruna-49265,3.64,3.59
Taruna-49266,3.61,3.69
Taruna-49267,3.87,3.59
Taruna-49268,3.98,3.96
Taruna-49269,3.54,3.53
Taruna-49270,3.9,3.9
Taruna-49271,3.25,3.83
Taruna-49272,3.82,3.84
Taruna-49273,3.36,3.96
Taruna-49274,3.38,3.96
Taruna-49275,3.63,3.64
Taruna-49276,3.25,3.56
Taruna-49277,3.82,3.78
Taruna-49278,3.95,3.53
Taruna-49279,3.22,3.99
Taruna-49280,3.3,3.68
Taruna-49281,3.46,3.98
Taruna-49282,3.46,3.78
Taruna-49283,3.34,3.65
Taruna-49284,4.0,3.63
Taruna-49285,3.27,3.7
Taruna-49286,3.79,3.95
Taruna-49287,3.52,3.84
Taruna-49288,3.77,3.92
Taruna-49289,3.93,3.75
Taruna-49290,3.28,3.73
Taruna-49291,3.93,3.59
Taruna-49292,3.23,3.95
Taruna-49293,3.79,3.71
Taruna-49294,3.4,3.77
Taruna-49295,3.79,3.57
Taruna-49296,3.6,3.93
Taruna-49297,3.28,3.97
Taruna-49298,3.56,3.62
Taruna-49299,3.38,3.8
Taruna-49300,3.68,3.73
Taruna-49301,3.73,3.97
Taruna-49302,3.51,3.95
Taruna-49303,3.35,3.74
Taruna-49304,3.93,3.63
Taruna-49305,3.56,3.71
Taruna-49306,3.5,3.96
Taruna-49307,3.58,3.85
Taruna-49308,3.96,3.99
Taruna-49309,3.94,3.96
Taruna-49310,3.69,3.68
Taruna-49311,3.49,3.7
Taruna-49312,3.61,3.84
Taruna-49313,3.69,3.62
Taruna-49314,3.25,3.94
Taruna-49315,3.32,3.69
Taruna-49316,3.7,3.84
Taruna-49317,3.39,3.88
Taruna-49318,3.41,4.0
Taruna-49319,3.83,3.62
Taruna-49320,3.73,3.95
Taruna-49321,3.92,3.86
Taruna-49322,3.89,3.89
Taruna-49323,3.6,3.82
Taruna-49324,3.38,3.64
Taruna-49325,3.95,3.51
Taruna-49326,3.21,3.95
Taruna-49327,3.46,3.54
Taruna-49328,3.21,3.55
Taruna-49329,3.81,3.56
Taruna-49330,3.84,3.52
Taruna-49331,3.26,3.53
Taruna-49332,3.8,3.69
Taruna-49333,3.83,3.96
Taruna-49334,3.64,3.97
Taruna-49335,3.68,3.99
Taruna-49336,3.41,3.6
Taruna-49337,3.44,3.68
Taruna-49338,3.97,3.76
Taruna-49339,3.81,3.96
Taruna-49340,3.23,3.79
Taruna-49341,3.41,3.6
Taruna-49342,3.93,3.53
Taruna-49343,3.67,3.64
Taruna-49344,3.93,3.72
Taruna-49345,3.47,3.99
Taruna-49346,3.37,3.94
Taruna-49347,3.23,3.73
Taruna-49348,3.27,3.75
Taruna-49349,3.83,3.83
Taruna-49350,3.5,3.58
Taruna-49351,3.33,3.95
Taruna-49352,3.28,3.54
Taruna-49353,3.25,3.94
Taruna-49354,3.89,3.72
Taruna-49355,3.97,3.57
Taruna-49356,3.84,3.54
Taruna-49357,3.59,4.0
Taruna-49358,3.32,3.75
Taruna-49359,3.83,3.93
Taruna-49360,3.48,3.97
Taruna-49361,3.29,3.52
Taruna-49362,3.78,3.85
Taruna-49363,3.96,3.5
Taruna-49364,3.41,3.72
Taruna-49365,3.78,3.71
Taruna-49366,3.66,3.7
Taruna-49367,3.27,3.78
Taruna-49368,3.91,3.6
Taruna-49369,3.83,3.92
Taruna-49370,3.85,3.62
Taruna-49371,3.73,3.55
Taruna-49372,3.94,3.53
Taruna-49373,3.65,3.7
Taruna-49374,3.9,3.68
Taruna-49375,3.67,3.69
Taruna-49376,3.96,3.64
Taruna-49377,3.4,3.55
Taruna-49378,3.23,3.74
Taruna-49379,3.95,3.5
Taruna-49380,3.73,3.74
Taruna-49381,3.98,3.77
Taruna-49382,3.44,3.83
Taruna-49383,3.24,3.54
Taruna-49384,3.6,3.71
Taruna-49385,3.71,3.78
Taruna-49386,3.88,3.66
Taruna-49387,3.9,3.55
Taruna-49388,3.53,3.68
Taruna-49389,3.74,3.94
Taruna-49390,3.89,3.74
Taruna-49391,3.67,3.97
Taruna-49392,3.4,3.6
Taruna-49393,3.36,3.61
Taruna-49394,3.55,3.72
Taruna-49395,3.99,3.8
Taruna-49396,3.4,3.67
Taruna-49397,3.64,3.69
Taruna-49398,3.62,3.71
Taruna-49399,3.66,3.82
Taruna-49400,3.72,3.76
Taruna-49401,3.56,3.57
Taruna-49402,3.51,3.68
Taruna-49403,3.33,3.97
Taruna-49404,3.95,3.65
Taruna-49405,3.65,3.52
Taruna-49406,3.56,3.62
Taruna-49407,3.62,3.93
Taruna-49408,3.56,3.78
Taruna-49409,3.57,3.76
Taruna-49410,3.39,3.82
Taruna-49411,3.7,3.86
Taruna-49412,3.48,3.64
Taruna-49413,3.23,3.71
Taruna-49414,3.96,3.81
Taruna-49415,3.23,3.84
Taruna-49416,3.91,3.51
Taruna-49417,3.95,3.72
Taruna-49418,3.28,3.73
Taruna-49419,3.76,3.53
Taruna-49420,3.59,3.61
Taruna-49421,3.28,3.97
Taruna-49422,3.78,3.96
Taruna-49423,3.76,3.9
Taruna-49424,3.44,3.93
Taruna-49425,3.31,3.64
Taruna-49426,3.62,4.0
Taruna-49427,3.42,3.77
Taruna-49428,3.25,3.64
Taruna-49429,3.78,3.89
Taruna-49430,3.8,3.78
Taruna-49431,3.33,3.84
Taruna-49432,3.22,3.51
Taruna-49433,3.58,3.83
Taruna-49434,3.26,3.68
Taruna-49435,3.33,3.87
Taruna-49436,3.54,3.92
Taruna-49437,3.47,3.58
Taruna-49438,3.68,3.91
Taruna-49439,3.89,3.53
Taruna-49440,3.42,3.54
Taruna-49441,3.33,3.75
Taruna-49442,3.49,3.86
Taruna-49443,3.71,3.65
Taruna-49444,3.67,3.88
Taruna-49445,3.51,3.92
Taruna-49446,3.35,3.61
Taruna-49447,3.79,4.0
Taruna-49448,3.25,3.59
Taruna-49449,3.79,3.98
Taruna-49450,3.22,3.85
Taruna-49451,3.21,3.92
Taruna-49452,3.63,3.77
Taruna-49453,3.98,3.74
Taruna-49454,3.2,3.7
Taruna-49455,3.93,3.74
Taruna-49456,3.66,3.68
Taruna-49457,3.22,3.5
Taruna-49458,3.66,3.63
Taruna-49459,3.34,3.97
Taruna-49460,3.9,3.78
Taruna-49461,3.73,3.77
Taruna-49462,3.49,3.63
Taruna-49463,3.75,3.83
Taruna-49464,3.4,3.79
Taruna-49465,3.89,3.68
Taruna-49466,3.56,3.82
Taruna-49467,3.35,3.95
Taruna-49468,3.83,3.67
Taruna-49469,3.59,3.79
Taruna-49470,3.94,3.57
Taruna-49471,3.93,3.53
Taruna-49472,3.42,3.67
Taruna-49473,3.98,3.75
Taruna-49474,3.69,3.62
Taruna-49475,3.86,3.96
Taruna-49476,3.93,3.99
Taruna-49477,3.62,3.69
Taruna-49478,3.72,3.95
Taruna-49479,3.6,3.63
Taruna-49480,3.55,3.92
Taruna-49481,3.86,3.91
Taruna-49482,3.22,3.75
Taruna-49483,3.82,3.73
Taruna-49484,3.97,3.6
Taruna-49485,3.99,3.62
Taruna-49486,3.52,3.7
Taruna-49487,3.79,3.51
Taruna-49488,3.85,3.89
Taruna-49489,3.82,3.74
Taruna-49490,3.27,3.69
Taruna-49491,3.41,3.74
Taruna-49492,3.95,3.92
Taruna-49493,3.71,3.57
Taruna-49494,3.58,3.91
Taruna-49495,3.4,3.59
Taruna-49496,3.41,3.63
Taruna-49497,3.9,3.95
Taruna-49498,3.73,3.91
Taruna-49499,3.23,3.88
Taruna-49500,3.7,3.84
Taruna-49501,3.96,3.79
Taruna-49502,3.63,3.91
Taruna-49503,3.52,3.86
Taruna-49504,3.39,3.64
Taruna-49505,3.69,3.91
Taruna-49506,3.49,3.79
Taruna-49507,3.81,3.69
Taruna-49508,3.81,3.82
Taruna-49509,3.69,3.72
Taruna-49510,3.35,3.78
Taruna-49511,3.76,3.73
Taruna-49512,3.55,3.67
Taruna-49513,3.58,3.6
Taruna-49514,3.76,3.87
Taruna-49515,3.55,3.66
Taruna-49516,3.47,3.86
Taruna-49517,3.48,3.78
Taruna-49518,3.56,3.92
Taruna-49519,3.58,3.75
Taruna-49520,3.46,3.87
Taruna-49521,3.34,3.81
Taruna-49522,3.79,3.59
Taruna-49523,3.23,3.7
Taruna-49524,3.91,3.95
Taruna-49525,3.33,3.92
Taruna-49526,3.71,3.77
Taruna-49527,3.26,3.66
Taruna-49528,4.0,3.53
Taruna-49529,3.54,3.79
Taruna-49530,3.53,3.64
Taruna-49531,3.29,4.0
Taruna-49532,3.78,3.82
Taruna-49533,3.63,3.77
Taruna-49534,3.37,3.66
Taruna-49535,3.66,3.55
Taruna-49536,3.31,3.92
Taruna-49537,3.27,3.7
Taruna-49538,3.36,3.8
Taruna-49539,3.42,3.67
Taruna-49540,3.94,3.78
Taruna-49541,3.4,3.54
Taruna-49542,3.77,3.6
Taruna-49543,3.85,3.68
Taruna-49544,3.21,3.73
Taruna-49545,3.72,3.62
Taruna-49546,3.4,3.91
Taruna-49547,3.48,3.77
Taruna-49548,3.44,3.75
Taruna-49549,3.99,3.53
Taruna-49550,3.55,3.66
Taruna-49551,3.55,3.73
Taruna-49552,3.82,3.89
Taruna-49553,3.76,3.82
Taruna-49554,3.64,3.61
Taruna-49555,3.56,3.93
Taruna-49556,3.95,3.61
Taruna-49557,3.82,3.98
Taruna-49558,3.28,3.97
Taruna-49559,3.97,3.83
Taruna-49560,3.23,3.78
Taruna-49561,3.6,3.57
Taruna-49562,3.55,3.81
Taruna-49563,3.67,3.66
Taruna-49564,3.43,3.88
Taruna-49565,3.26,3.75
Taruna-49566,3.62,3.74
Taruna-49567,3.38,3.89
Taruna-49568,3.55,3.67
Taruna-49569,3.99,3.97
Taruna-49570,3.65,3.97
Taruna-49571,3.54,3.57
Taruna-49572,3.47,3.97
Taruna-49573,3.98,3.82
Taruna-49574,3.49,3.56
Taruna-49575,3.47,3.76
Taruna-49576,3.97,3.81
Taruna-49577,3.86,3.93
Taruna-49578,3.5,3.96
Taruna-49579,3.97,3.91
Taruna-49580,3.8,3.81
Taruna-49581,3.44,3.99
Taruna-49582,3.31,3.73
Taruna-49583,3.23,3.65
Taruna-49584,3.52,3.71
Taruna-49585,3.94,3.91
Taruna-49586,3.29,3.52
Taruna-49587,3.29,3.57
Taruna-49588,3.35,3.8
Taruna-49589,3.59,3.67
Taruna-49590,3.5,3.81
Taruna-49591,3.76,3.99
Taruna-49592,3.45,3.96
Taruna-49593,3.83,3.96
Taruna-49594,3.72,3.78
Taruna-49595,3.93,3.75
Taruna-49596,3.88,3.88
Taruna-49597,3.68,3.62
Taruna-49598,3.39,3.78
Taruna-49599,3.49,3.9
Taruna-49600,3.95,3.78
Taruna-49601,3.68,3.82
Taruna-49602,3.26,3.62
Taruna-49603,3.64,3.93
Taruna-49604,3.82,3.69
Taruna-49605,3.41,3.71
Taruna-49606,3.63,3.68
Taruna-49607,3.79,3.52
Taruna-49608,3.66,3.86
Taruna-49609,3.8,3.67
Taruna-49610,3.97,3.8
Taruna-49611,3.36,3.91
Taruna-49612,3.33,3.76
Taruna-49613,3.38,3.52
Taruna-49614,3.67,3.9
Taruna-49615,3.41,3.92
Taruna-49616,3.68,3.55
Taruna-49617,3.69,3.82
Taruna-49618,3.69,3.96
Taruna-49619,3.65,3.91
Taruna-49620,3.51,3.55
Taruna-49621,3.48,3.68
Taruna-49622,3.82,3.64
Taruna-49623,3.77,3.97
Taruna-49624,3.85,3.55
Taruna-49625,3.51,3.8
Taruna-49626,3.21,3.61
Taruna-49627,3.39,3.52
Taruna-49628,3.61,3.69
Taruna-49629,3.62,3.97
Taruna-49630,3.21,3.55
Taruna-49631,3.87,3.86
Taruna-49632,3.25,3.85
Taruna-49633,3.29,3.81
Taruna-49634,3.47,3.74
Taruna-49635,3.31,3.69
Taruna-49636,3.82,3.78
Taruna-49637,3.49,3.84
Taruna-49638,3.35,3.56
Taruna-49639,3.85,3.75
Taruna-49640,3.72,3.87
Taruna-49641,3.24,3.56
Taruna-49642,3.65,3.7
Taruna-49643,3.68,3.94
Taruna-49644,3.35,3.62
Taruna-49645,3.78,3.96
Taruna-49646,3.93,3.52
Taruna-49647,3.55,3.93
Taruna-49648,3.87,3.78
Taruna-49649,3.42,3.86
Taruna-49650,3.81,3.99
Taruna-49651,3.2,3.54
Taruna-49652,4.0,4.0
Taruna-49653,3.43,3.85
Taruna-49654,3.37,3.96
Taruna-49655,3.47,3.58
Taruna-49656,3.54,3.99
Taruna-49657,3.36,3.82
Taruna-49658,3.45,3.66
Taruna-49659,3.42,3.51
Taruna-49660,3.76,3.67
Taruna-49661,3.91,3.7
Taruna-49662,3.58,3.64
Taruna-49663,3.56,3.6
Taruna-49664,3.22,3.57
Taruna-49665,3.28,3.73
Taruna-49666,3.6,3.85
Taruna-49667,3.98,3.55
Taruna-49668,3.63,3.63
Taruna-49669,3.55,3.99
Taruna-49670,3.36,3.91
Taruna-49671,3.91,3.59
Taruna-49672,3.31,3.8
Taruna-49673,3.39,3.99
Taruna-49674,3.6,3.64
Taruna-49675,3.37,3.58
Taruna-49676,3.31,3.82
Taruna-49677,3.5,3.53
Taruna-49678,3.59,3.66
Taruna-49679,3.25,3.8
Taruna-49680,3.87,3.69
Taruna-49681,3.81,3.69
Taruna-49682,3.66,3.52
Taruna-49683,3.86,3.93
Taruna-49684,3.61,3.75
Taruna-49685,3.33,3.54
Taruna-49686,3.8,3.93
Taruna-49687,3.86,3.52
Taruna-49688,3.39,3.63
Taruna-49689,3.64,3.98
Taruna-49690,3.43,3.7
Taruna-49691,3.7,4.0
Taruna-49692,3.98,3.85
Taruna-49693,3.27,3.72
Taruna-49694,3.67,3.66
Taruna-49695,3.95,3.87
Taruna-49696,3.57,3.7
Taruna-49697,3.49,3.68
Taruna-49698,3.83,3.63
Taruna-49699,3.7,3.55
Taruna-49700,3.5,3.62
Taruna-49701,3.33,3.6
Taruna-49702,3.36,3.8
Taruna-49703,3.83,3.83
Taruna-49704,3.67,3.54
Taruna-49705,4.0,3.69
Taruna-49706,3.85,3.55
Taruna-49707,3.79,3.77
Taruna-49708,3.42,3.95
Taruna-49709,3.69,3.75
Taruna-49710,3.65,3.67
Taruna-49711,3.56,3.7
Taruna-49712,3.84,3.63
Taruna-49713,3.51,3.93
Taruna-49714,3.65,3.79
Taruna-49715,3.36,3.76
Taruna-49716,3.81,3.89
Taruna-49717,3.72,3.74
Taruna-49718,3.91,3.75
Taruna-49719,3.28,3.83
Taruna-49720,3.54,3.6
Taruna-49721,3.4,3.97
Taruna-49722,3.87,3.6
Taruna-49723,3.5,3.56
Taruna-49724,3.83,3.82
Taruna-49725,3.75,3.82
Taruna-49726,3.42,3.57
Taruna-49727,3.92,3.79
Taruna-49728,3.24,3.66
Taruna-49729,3.47,3.61
Taruna-49730,3.67,3.71
Taruna-49731,3.38,3.6
Taruna-49732,3.23,3.51
Taruna-49733,3.52,3.6
Taruna-49734,3.77,3.96
Taruna-49735,3.76,3.56
Taruna-49736,3.48,3.55
Taruna-49737,3.45,3.82
Taruna-49738,3.75,3.7
Taruna-49739,3.8,3.88
Taruna-49740,3.58,3.77
Taruna-49741,3.26,3.67
Taruna-49742,3.76,3.7
Taruna-49743,3.68,3.58
Taruna-49744,3.6,3.91
Taruna-49745,3.79,3.54
Taruna-49746,3.32,3.7
Taruna-49747,3.89,3.96
Taruna-49748,3.37,3.55
Taruna-49749,3.94,3.52
Taruna-49750,3.89,3.68
Taruna-49751,3.37,3.94
Taruna-49752,3.48,3.89
Taruna-49753,3.71,3.9
Taruna-49754,3.62,3.85
Taruna-49755,3.5,3.66
Taruna-49756,3.9,3.57
Taruna-49757,3.81,3.73
Taruna-49758,3.28,3.67
Taruna-49759,3.96,3.71
Taruna-49760,3.23,3.53
Taruna-49761,3.64,3.52
Taruna-49762,3.4,3.93
Taruna-49763,3.77,3.75
Taruna-49764,3.8,3.51
Taruna-49765,3.24,3.93
Taruna-49766,3.31,3.77
Taruna-49767,3.22,3.9
Taruna-49768,3.55,3.95
Taruna-49769,3.35,3.55
Taruna-49770,3.37,3.72
Taruna-49771,3.39,3.69
Taruna-49772,3.64,3.86
Taruna-49773,3.39,3.69
Taruna-49774,3.91,3.76
Taruna-49775,3.57,3.66
Taruna-49776,3.46,3.77
Taruna-49777,3.33,3.83
Taruna-49778,3.7,3.94
Taruna-49779,3.35,3.52
Taruna-49780,3.58,3.86
Taruna-49781,3.47,3.81
Taruna-49782,3.41,3.74
Taruna-49783,3.5,3.66
Taruna-49784,3.77,3.89
Taruna-49785,3.58,3.79
Taruna-49786,3.75,3.85
Taruna-49787,3.55,3.89
Taruna-49788,3.63,3.95
Taruna-49789,3.67,3.99
Taruna-49790,3.92,3.59
Taruna-49791,3.8,3.94
Taruna-49792,3.48,3.81
Taruna-49793,3.94,3.72
Taruna-49794,3.27,3.53
Taruna-49795,3.27,3.54
Taruna-49796,3.87,3.84
Taruna-49797,3.72,3.62
Taruna-49798,3.46,3.62
Taruna-49799,3.34,3.96
Taruna-49800,3.36,3.97
Taruna-49801,3.26,3.53
Taruna-49802,3.65,3.82
Taruna-49803,3.58,3.6
Taruna-49804,3.97,3.66
Taruna-49805,3.94,3.91
Taruna-49806,3.42,3.74
Taruna-49807,3.5,3.7
Taruna-49808,3.23,3.7
Taruna-49809,3.81,3.68
Taruna-49810,3.23,3.88
Taruna-49811,3.66,3.93
Taruna-49812,3.49,3.91
Taruna-49813,3.99,3.66
Taruna-49814,3.22,3.93
Taruna-49815,3.51,3.72
Taruna-49816,3.75,3.68
Taruna-49817,3.53,3.74
Taruna-49818,3.28,3.86
Taruna-49819,3.33,3.94
Taruna-49820,3.96,3.7
Taruna-49821,3.84,3.77
Taruna-49822,3.31,3.59
Taruna-49823,3.26,3.67
Taruna-49824,3.52,3.89
Taruna-49825,3.77,3.69
Taruna-49826,3.25,3.57
Taruna-49827,3.21,3.92
Taruna-49828,3.47,3.78
Taruna-49829,3.36,3.89
Taruna-49830,3.73,3.51
Taruna-49831,3.74,3.6
Taruna-49832,3.49,3.74
Taruna-49833,3.51,3.69
Taruna-49834,3.95,3.63
Taruna-49835,3.95,3.72
Taruna-49836,3.46,3.95
Taruna-49837,3.54,3.84
Taruna-49838,3.92,3.71
Taruna-49839,3.68,3.91
Taruna-49840,3.53,3.75
Taruna-49841,3.34,3.8
Taruna-49842,3.31,3.54
Taruna-49843,3.91,3.83
Taruna-49844,3.99,3.85
Taruna-49845,3.28,3.67
Taruna-49846,3.52,3.95
Taruna-49847,3.69,3.89
Taruna-49848,3.32,3.82
Taruna-49849,3.62,3.66
Taruna-49850,3.58,4.0
Taruna-49851,3.41,3.74
Taruna-49852,3.35,3.67
Taruna-49853,3.39,3.95
Taruna-49854,3.94,3.91
Taruna-49855,3.88,3.71
Taruna-49856,3.29,3.55
Taruna-49857,3.3,3.56
Taruna-49858,3.47,3.81
Taruna-49859,3.6,3.98
Taruna-49860,3.8,3.65
Taruna-49861,3.5,3.57
Taruna-49862,3.52,3.67
Taruna-49863,3.87,3.77
Taruna-49864,3.27,3.52
Taruna-49865,3.35,3.73
Taruna-49866,3.26,3.74
Taruna-49867,3.87,3.62
Taruna-49868,3.58,3.7
Taruna-49869,3.29,3.64
Taruna-49870,3.37,3.75
Taruna-49871,3.96,3.65
Taruna-49872,3.48,3.75
Taruna-49873,3.5,3.97
Taruna-49874,3.8,3.5
Taruna-49875,3.58,3.98
Taruna-49876,3.4,3.89
Taruna-49877,3.33,3.64
Taruna-49878,3.41,3.85
Taruna-49879,3.8,3.95
Taruna-49880,3.86,3.75
Taruna-49881,3.27,3.98
Taruna-49882,3.49,3.71
Taruna-49883,3.57,3.91
Taruna-49884,3.5,3.93
Taruna-49885,3.65,3.93
Taruna-49886,3.97,3.94
Taruna-49887,3.27,3.67
Taruna-49888,3.8,3.93
Taruna-49889,3.92,3.97
Taruna-49890,3.84,3.94
Taruna-49891,3.9,4.0
Taruna-49892,3.51,3.66
Taruna-49893,3.82,3.94
Taruna-49894,3.51,3.95
Taruna-49895,3.71,3.85
Taruna-49896,3.36,3.57
Taruna-49897,3.79,3.94
Taruna-49898,3.89,3.99
Taruna-49899,3.93,3.84
Taruna-49900,3.67,3.59
Taruna-49901,3.81,3.66
Taruna-49902,3.56,3.92
Taruna-49903,3.8,3.7
Taruna-49904,3.8,3.9
Taruna-49905,3.76,3.92
Taruna-49906,3.22,3.93
Taruna-49907,3.71,3.75
Taruna-49908,3.28,3.98
Taruna-49909,3.98,3.91
Taruna-49910,3.91,3.64
Taruna-49911,3.51,3.94
Taruna-49912,3.86,3.75
Taruna-49913,3.72,3.75
Taruna-49914,3.78,3.57
Taruna-49915,3.74,3.83
Taruna-49916,3.29,3.77
Taruna-49917,3.45,3.92
Taruna-49918,3.98,3.79
Taruna-49919,3.88,3.59
Taruna-49920,3.47,3.61
Taruna-49921,3.25,3.79
Taruna-49922,3.46,4.0
Taruna-49923,3.6,3.86
Taruna-49924,3.88,3.95
Taruna-49925,3.72,3.88
Taruna-49926,3.38,3.81
Taruna-49927,3.66,3.67
Taruna-49928,3.67,3.58
Taruna-49929,3.67,3.57
Taruna-49930,3.24,3.98
Taruna-49931,3.38,3.56
Taruna-49932,3.67,3.82
Taruna-49933,3.98,3.94
Taruna-49934,3.65,3.61
Taruna-49935,3.72,3.71
Taruna-49936,3.45,3.53
Taruna-49937,3.54,3.61
Taruna-49938,3.7,3.82
Taruna-49939,3.9,3.53
Taruna-49940,3.97,3.81
Taruna-49941,3.4,3.58
Taruna-49942,3.3,3.69
Taruna-49943,3.42,3.63
Taruna-49944,3.42,3.9
Taruna-49945,3.25,3.89
Taruna-49946,3.62,4.0
Taruna-49947,3.27,3.86
Taruna-49948,3.9,3.93
Taruna-49949,3.99,3.94
Taruna-49950,3.9,3.64
Taruna-49951,3.72,3.59
Taruna-49952,3.83,3.71
Taruna-49953,3.24,3.67
Taruna-49954,3.29,3.86
Taruna-49955,3.74,3.51
Taruna-49956,3.95,3.53
Taruna-49957,3.42,3.77
Taruna-49958,3.99,3.68
Taruna-49959,3.72,3.91
Taruna-49960,3.72,3.97
Taruna-49961,3.6,3.9
Taruna-49962,3.74,3.71
Taruna-49963,3.28,3.73
Taruna-49964,3.74,3.95
Taruna-49965,3.21,3.61
Taruna-49966,3.55,3.84
Taruna-49967,3.89,3.91
Taruna-49968,3.54,3.84
Taruna-49969,3.33,3.72
Taruna-49970,3.25,3.84
Taruna-49971,3.83,3.6
Taruna-49972,3.81,3.54
Taruna-49973,3.54,3.53
Taruna-49974,3.3,3.85
Taruna-49975,3.38,3.59
Taruna-49976,3.49,3.77
Taruna-49977,3.45,3.81
Taruna-49978,3.91,3.95
Taruna-49979,3.26,3.71
Taruna-49980,3.93,3.78
Taruna-49981,3.67,3.69
Taruna-49982,3.69,3.65
Taruna-49983,3.54,3.77
Taruna-49984,3.67,3.76
Taruna-49985,3.36,3.74
Taruna-49986,3.44,3.98
Taruna-49987,3.38,3.88
Taruna-49988,3.72,3.64
Taruna-49989,3.21,3.7
Taruna-49990,3.75,3.61
Taruna-49991,3.68,3.85
Taruna-49992,3.29,3.63
Taruna-49993,3.75,3.96
Taruna-49994,3.72,3.88
Taruna-49995,3.38,3.63
Taruna-49996,3.51,3.96
Taruna-49997,3.86,3.62
Taruna-49998,3.5,3.79
Taruna-49999,3.68,3.77
